id,label,00_raw,01_strip_entity_tag,02_unescape_html,03_remove_urls,04_remove_mentions,05_unwrap_hashtags,06_lowercase,07_expand_contractions,08_squash_elongation,09_strip_symbols,10_normalise_space,11_tokenized,12_numeric_dropped,13_stopwords_removed,14_lemmatized,15_short_dropped,cleaned_text
72,Negative,Hi everyone. Just got a working account. I'm really tired driving facebook.,Hi everyone. Just got a working account. I'm really tired driving facebook.,Hi everyone. Just got a working account. I'm really tired driving facebook.,Hi everyone. Just got a working account. I'm really tired driving facebook.,Hi everyone. Just got a working account. I'm really tired driving facebook.,Hi everyone. Just got a working account. I'm really tired driving facebook.,hi everyone. just got a working account. i'm really tired driving facebook.,hi everyone. just got a working account. i am really tired driving facebook.,hi everyone. just got a working account. i am really tired driving facebook.,hi everyone  just got a working account  i am really tired driving facebook ,hi everyone just got a working account i am really tired driving facebook,hi everyone just got a working account i am really tired driving facebook,hi everyone just got a working account i am really tired driving facebook,hi everyone got working account really tired driving facebook,hi everyone get work account really tire drive facebook,hi everyone get work account really tire drive facebook,hi everyone get work account really tire drive facebook
73,Positive,Thanks to all that stopped by the stream tonight. Had a great time hanging with all y'all! It was fun. Thanks to @ReptarOnIce3000 for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,Thanks to all that stopped by the stream tonight. Had a great time hanging with all y'all! It was fun. Thanks to @ReptarOnIce3000 for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,Thanks to all that stopped by the stream tonight. Had a great time hanging with all y'all! It was fun. Thanks to @ReptarOnIce3000 for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,Thanks to all that stopped by the stream tonight. Had a great time hanging with all y'all! It was fun. Thanks to @ReptarOnIce3000 for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,Thanks to all that stopped by the stream tonight. Had a great time hanging with all y'all! It was fun. Thanks to   for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,Thanks to all that stopped by the stream tonight. Had a great time hanging with all y'all! It was fun. Thanks to   for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,thanks to all that stopped by the stream tonight. had a great time hanging with all y'all! it was fun. thanks to   for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,thanks to all that stopped by the stream tonight. had a great time hanging with all you all! it was fun. thanks to   for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,thanks to all that stopped by the stream tonight. had a great time hanging with all you all! it was fun. thanks to  for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,thanks to all that stopped by the stream tonight  had a great time hanging with all you all  it was fun  thanks to  for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans    ,thanks to all that stopped by the stream tonight had a great time hanging with all you all it was fun thanks to for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans,thanks to all that stopped by the stream tonight had a great time hanging with all you all it was fun thanks to for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans,thanks to all that stopped by the stream tonight had a great time hanging with all you all it was fun thanks to for the follow and hope to see you guys tomorrow for some red dead redemption shenanigans,thanks stopped stream tonight great time hanging fun thanks follow hope see guys tomorrow red dead redemption shenanigans,thanks stop stream tonight great time hang fun thanks follow hope see guy tomorrow red dead redemption shenanigan,thanks stop stream tonight great time hang fun thanks follow hope see guy tomorrow red dead redemption shenanigan,thanks stop stream tonight great time hang fun thanks follow hope see guy tomorrow red dead redemption shenanigan
74,Positive,of the setting. Frank Lawrence is back. Feels like Black Ops 1 all over again. See the CCR & New Order soundtrack selections. Looks like the campaign<unk> going to mean DOpE!,of the setting. Frank Lawrence is back. Feels like Black Ops 1 all over again. See the CCR & New Order soundtrack selections. Looks like the campaign<unk> going to mean DOpE!,of the setting. Frank Lawrence is back. Feels like Black Ops 1 all over again. See the CCR & New Order soundtrack selections. Looks like the campaign<unk> going to mean DOpE!,of the setting. Frank Lawrence is back. Feels like Black Ops 1 all over again. See the CCR & New Order soundtrack selections. Looks like the campaign<unk> going to mean DOpE!,of the setting. Frank Lawrence is back. Feels like Black Ops 1 all over again. See the CCR & New Order soundtrack selections. Looks like the campaign<unk> going to mean DOpE!,of the setting. Frank Lawrence is back. Feels like Black Ops 1 all over again. See the CCR & New Order soundtrack selections. Looks like the campaign<unk> going to mean DOpE!,of the setting. frank lawrence is back. feels like black ops 1 all over again. see the ccr & new order soundtrack selections. looks like the campaign<unk> going to mean dope!,of the setting. frank lawrence is back. feels like black ops 1 all over again. see the ccr & new order soundtrack selections. looks like the campaign<unk> going to mean dope!,of the setting. frank lawrence is back. feels like black ops 1 all over again. see the ccr & new order soundtrack selections. looks like the campaign<unk> going to mean dope!,of the setting  frank lawrence is back  feels like black ops 1 all over again  see the ccr   new order soundtrack selections  looks like the campaign unk  going to mean dope ,of the setting frank lawrence is back feels like black ops 1 all over again see the ccr new order soundtrack selections looks like the campaign unk going to mean dope,of the setting frank lawrence is back feels like black ops 1 all over again see the ccr new order soundtrack selections looks like the campaign unk going to mean dope,of the setting frank lawrence is back feels like black ops all over again see the ccr new order soundtrack selections looks like the campaign unk going to mean dope,setting frank lawrence back feels like black ops over see ccr new order soundtrack selections looks like campaign unk going mean dope,set frank lawrence back feel like black ops over see ccr new order soundtrack selection look like campaign unk go mean dope,set frank lawrence back feel like black ops over see ccr new order soundtrack selection look like campaign unk go mean dope,set frank lawrence back feel like black ops over see ccr new order soundtrack selection look like campaign unk go mean dope
75,Negative,I've rarely been less proud (or grateful) to be part of the extended extended family.,I've rarely been less proud (or grateful) to be part of the extended extended family.,I've rarely been less proud (or grateful) to be part of the extended extended family.,I've rarely been less proud (or grateful) to be part of the extended extended family.,I've rarely been less proud (or grateful) to be part of the extended extended family.,I've rarely been less proud (or grateful) to be part of the extended extended family.,i've rarely been less proud (or grateful) to be part of the extended extended family.,i have rarely been less proud (or grateful) to be part of the extended extended family.,i have rarely been less proud (or grateful) to be part of the extended extended family.,i have rarely been less proud  or grateful  to be part of the extended extended family ,i have rarely been less proud or grateful to be part of the extended extended family,i have rarely been less proud or grateful to be part of the extended extended family,i have rarely been less proud or grateful to be part of the extended extended family,rarely less proud grateful part extended extended family,rarely less proud grateful part extend extend family,rarely less proud grateful part extend extend family,rarely less proud grateful part extend extend family
76,Positive,Exit 2020 with a bang,Exit 2020 with a bang,Exit 2020 with a bang,Exit 2020 with a bang,Exit 2020 with a bang,Exit 2020 with a bang,exit 2020 with a bang,exit 2020 with a bang,exit 2020 with a bang,exit 2020 with a bang,exit 2020 with a bang,exit 2020 with a bang,exit with a bang,exit bang,exit bang,exit bang,exit bang
77,Positive,It is not the first time that the EU Commission has taken such a step.,It is not the first time that the EU Commission has taken such a step.,It is not the first time that the EU Commission has taken such a step.,It is not the first time that the EU Commission has taken such a step.,It is not the first time that the EU Commission has taken such a step.,It is not the first time that the EU Commission has taken such a step.,it is not the first time that the eu commission has taken such a step.,it is not the first time that the eu commission has taken such a step.,it is not the first time that the eu commission has taken such a step.,it is not the first time that the eu commission has taken such a step ,it is not the first time that the eu commission has taken such a step,it is not the first time that the eu commission has taken such a step,it is not the first time that the eu commission has taken such a step,not first time eu commission taken step,not first time eu commission take step,not first time eu commission take step,not first time eu commission take step
78,Neutral,PlayStation 5 release date leaked dr.it / RgggBp,PlayStation 5 release date leaked dr.it / RgggBp,PlayStation 5 release date leaked dr.it / RgggBp,PlayStation 5 release date leaked dr.it / RgggBp,PlayStation 5 release date leaked dr.it / RgggBp,PlayStation 5 release date leaked dr.it / RgggBp,playstation 5 release date leaked dr.it / rgggbp,playstation 5 release date leaked dr.it / rgggbp,playstation 5 release date leaked dr.it / rggbp,playstation 5 release date leaked dr it   rggbp,playstation 5 release date leaked dr it rggbp,playstation 5 release date leaked dr it rggbp,playstation release date leaked dr it rggbp,playstation release date leaked dr rggbp,playstation release date leak dr rggbp,playstation release date leak dr rggbp,playstation release date leak dr rggbp
79,Neutral,"""and so it this a symptom of something bigger rolling on? So is it a cause? So now's where everybody WHO's made a mistake, they think it's a cause.""<unk>.","""and so it this a symptom of something bigger rolling on? So is it a cause? So now's where everybody WHO's made a mistake, they think it's a cause.""<unk>.","""and so it this a symptom of something bigger rolling on? So is it a cause? So now's where everybody WHO's made a mistake, they think it's a cause.""<unk>.","""and so it this a symptom of something bigger rolling on? So is it a cause? So now's where everybody WHO's made a mistake, they think it's a cause.""<unk>.","""and so it this a symptom of something bigger rolling on? So is it a cause? So now's where everybody WHO's made a mistake, they think it's a cause.""<unk>.","""and so it this a symptom of something bigger rolling on? So is it a cause? So now's where everybody WHO's made a mistake, they think it's a cause.""<unk>.","""and so it this a symptom of something bigger rolling on? so is it a cause? so now's where everybody who's made a mistake, they think it's a cause.""<unk>.","""and so it this a symptom of something bigger rolling on? so is it a because? so now's where everybody who is made a mistake, they think it is a because.""<unk>.","""and so it this a symptom of something bigger rolling on? so is it a because? so now's where everybody who is made a mistake, they think it is a because.""<unk>.", and so it this a symptom of something bigger rolling on  so is it a because  so now s where everybody who is made a mistake  they think it is a because   unk  ,and so it this a symptom of something bigger rolling on so is it a because so now s where everybody who is made a mistake they think it is a because unk,and so it this a symptom of something bigger rolling on so is it a because so now s where everybody who is made a mistake they think it is a because unk,and so it this a symptom of something bigger rolling on so is it a because so now s where everybody who is made a mistake they think it is a because unk,symptom something bigger rolling everybody made mistake think unk,symptom something big roll everybody make mistake think unk,symptom something big roll everybody make mistake think unk,symptom something big roll everybody make mistake think unk
80,Negative,"I had an itch to draw Lunerian and Silgryn again, bc I miss them so much.. I may no longer play WoW, but Silgryn is still so dear to me.","I had an itch to draw Lunerian and Silgryn again, bc I miss them so much.. I may no longer play WoW, but Silgryn is still so dear to me.","I had an itch to draw Lunerian and Silgryn again, bc I miss them so much.. I may no longer play WoW, but Silgryn is still so dear to me.","I had an itch to draw Lunerian and Silgryn again, bc I miss them so much.. I may no longer play WoW, but Silgryn is still so dear to me.","I had an itch to draw Lunerian and Silgryn again, bc I miss them so much.. I may no longer play WoW, but Silgryn is still so dear to me.","I had an itch to draw Lunerian and Silgryn again, bc I miss them so much.. I may no longer play WoW, but Silgryn is still so dear to me.","i had an itch to draw lunerian and silgryn again, bc i miss them so much.. i may no longer play wow, but silgryn is still so dear to me.","i had an itch to draw lunerian and silgryn again, because i miss them so much.. i may no longer play wow, but silgryn is still so dear to me.","i had an itch to draw lunerian and silgryn again, because i miss them so much.. i may no longer play wow, but silgryn is still so dear to me.",i had an itch to draw lunerian and silgryn again  because i miss them so much   i may no longer play wow  but silgryn is still so dear to me ,i had an itch to draw lunerian and silgryn again because i miss them so much i may no longer play wow but silgryn is still so dear to me,i had an itch to draw lunerian and silgryn again because i miss them so much i may no longer play wow but silgryn is still so dear to me,i had an itch to draw lunerian and silgryn again because i miss them so much i may no longer play wow but silgryn is still so dear to me,itch draw lunerian silgryn miss much may no longer play wow but silgryn still dear,itch draw lunerian silgryn miss much may no longer play wow but silgryn still dear,itch draw lunerian silgryn miss much may no longer play wow but silgryn still dear,itch draw lunerian silgryn miss much may no longer play wow but silgryn still dear
81,Negative,I have never heard of Jesus following the less fortunate. Those who are attacked by the state. There must be a new rebranding.,I have never heard of Jesus following the less fortunate. Those who are attacked by the state. There must be a new rebranding.,I have never heard of Jesus following the less fortunate. Those who are attacked by the state. There must be a new rebranding.,I have never heard of Jesus following the less fortunate. Those who are attacked by the state. There must be a new rebranding.,I have never heard of Jesus following the less fortunate. Those who are attacked by the state. There must be a new rebranding.,I have never heard of Jesus following the less fortunate. Those who are attacked by the state. There must be a new rebranding.,i have never heard of jesus following the less fortunate. those who are attacked by the state. there must be a new rebranding.,i have never heard of jesus following the less fortunate. those who are attacked by the state. there must be a new rebranding.,i have never heard of jesus following the less fortunate. those who are attacked by the state. there must be a new rebranding.,i have never heard of jesus following the less fortunate  those who are attacked by the state  there must be a new rebranding ,i have never heard of jesus following the less fortunate those who are attacked by the state there must be a new rebranding,i have never heard of jesus following the less fortunate those who are attacked by the state there must be a new rebranding,i have never heard of jesus following the less fortunate those who are attacked by the state there must be a new rebranding,never heard jesus following less fortunate attacked state must new rebranding,never hear jesus follow less fortunate attack state must new rebranding,never hear jesus follow less fortunate attack state must new rebranding,never hear jesus follow less fortunate attack state must new rebranding
82,Positive,I was lucky enough to have David Attenborough as a university lecturer. It's nice to see people coming together to teach children who don't go to school.,I was lucky enough to have David Attenborough as a university lecturer. It's nice to see people coming together to teach children who don't go to school.,I was lucky enough to have David Attenborough as a university lecturer. It's nice to see people coming together to teach children who don't go to school.,I was lucky enough to have David Attenborough as a university lecturer. It's nice to see people coming together to teach children who don't go to school.,I was lucky enough to have David Attenborough as a university lecturer. It's nice to see people coming together to teach children who don't go to school.,I was lucky enough to have David Attenborough as a university lecturer. It's nice to see people coming together to teach children who don't go to school.,i was lucky enough to have david attenborough as a university lecturer. it's nice to see people coming together to teach children who don't go to school.,i was lucky enough to have david attenborough as a university lecturer. it is nice to see people coming together to teach children who do not go to school.,i was lucky enough to have david attenborough as a university lecturer. it is nice to see people coming together to teach children who do not go to school.,i was lucky enough to have david attenborough as a university lecturer  it is nice to see people coming together to teach children who do not go to school ,i was lucky enough to have david attenborough as a university lecturer it is nice to see people coming together to teach children who do not go to school,i was lucky enough to have david attenborough as a university lecturer it is nice to see people coming together to teach children who do not go to school,i was lucky enough to have david attenborough as a university lecturer it is nice to see people coming together to teach children who do not go to school,lucky enough david attenborough university lecturer nice see people coming together teach children not go school,lucky enough david attenborough university lecturer nice see people come together teach child not go school,lucky enough david attenborough university lecturer nice see people come together teach child not go school,lucky enough david attenborough university lecturer nice see people come together teach child not go school
83,Negative,"The prices to the new Minecraft emotes are ludicrous. Very destructive to industry and gaming in terms of reputation. This is no cash grab, and it will be cheaper. Way painfully expensive! Have you forgotten the reputational damage created by EA's loot buying scandals?! @mojang @jeb_","The prices to the new Minecraft emotes are ludicrous. Very destructive to industry and gaming in terms of reputation. This is no cash grab, and it will be cheaper. Way painfully expensive! Have you forgotten the reputational damage created by EA's loot buying scandals?! @mojang @jeb_","The prices to the new Minecraft emotes are ludicrous. Very destructive to industry and gaming in terms of reputation. This is no cash grab, and it will be cheaper. Way painfully expensive! Have you forgotten the reputational damage created by EA's loot buying scandals?! @mojang @jeb_","The prices to the new Minecraft emotes are ludicrous. Very destructive to industry and gaming in terms of reputation. This is no cash grab, and it will be cheaper. Way painfully expensive! Have you forgotten the reputational damage created by EA's loot buying scandals?! @mojang @jeb_","The prices to the new Minecraft emotes are ludicrous. Very destructive to industry and gaming in terms of reputation. This is no cash grab, and it will be cheaper. Way painfully expensive! Have you forgotten the reputational damage created by EA's loot buying scandals?!    ","The prices to the new Minecraft emotes are ludicrous. Very destructive to industry and gaming in terms of reputation. This is no cash grab, and it will be cheaper. Way painfully expensive! Have you forgotten the reputational damage created by EA's loot buying scandals?!    ","the prices to the new minecraft emotes are ludicrous. very destructive to industry and gaming in terms of reputation. this is no cash grab, and it will be cheaper. way painfully expensive! have you forgotten the reputational damage created by ea's loot buying scandals?!    ","the prices to the new minecraft emotes are ludicrous. very destructive to industry and gaming in terms of reputation. this is no cash grab, and it will be cheaper. way painfully expensive! have you forgotten the reputational damage created by ea's loot buying scandals?!    ","the prices to the new minecraft emotes are ludicrous. very destructive to industry and gaming in terms of reputation. this is no cash grab, and it will be cheaper. way painfully expensive! have you forgotten the reputational damage created by ea's loot buying scandals?!  ",the prices to the new minecraft emotes are ludicrous  very destructive to industry and gaming in terms of reputation  this is no cash grab  and it will be cheaper  way painfully expensive  have you forgotten the reputational damage created by ea s loot buying scandals    ,the prices to the new minecraft emotes are ludicrous very destructive to industry and gaming in terms of reputation this is no cash grab and it will be cheaper way painfully expensive have you forgotten the reputational damage created by ea s loot buying scandals,the prices to the new minecraft emotes are ludicrous very destructive to industry and gaming in terms of reputation this is no cash grab and it will be cheaper way painfully expensive have you forgotten the reputational damage created by ea s loot buying scandals,the prices to the new minecraft emotes are ludicrous very destructive to industry and gaming in terms of reputation this is no cash grab and it will be cheaper way painfully expensive have you forgotten the reputational damage created by ea s loot buying scandals,prices new minecraft emotes ludicrous very destructive industry gaming terms reputation no cash grab cheaper way painfully expensive forgotten reputational damage created ea loot buying scandals,price new minecraft emote ludicrous very destructive industry gaming term reputation no cash grab cheap way painfully expensive forgotten reputational damage create ea loot buying scandal,price new minecraft emote ludicrous very destructive industry gaming term reputation no cash grab cheap way painfully expensive forgotten reputational damage create ea loot buying scandal,price new minecraft emote ludicrous very destructive industry gaming term reputation no cash grab cheap way painfully expensive forgotten reputational damage create ea loot buying scandal
84,Negative,Ready for more crappy same game and more removed content and still locked behind the paywall,Ready for more crappy same game and more removed content and still locked behind the paywall,Ready for more crappy same game and more removed content and still locked behind the paywall,Ready for more crappy same game and more removed content and still locked behind the paywall,Ready for more crappy same game and more removed content and still locked behind the paywall,Ready for more crappy same game and more removed content and still locked behind the paywall,ready for more crappy same game and more removed content and still locked behind the paywall,ready for more crappy same game and more removed content and still locked behind the paywall,ready for more crappy same game and more removed content and still locked behind the paywall,ready for more crappy same game and more removed content and still locked behind the paywall,ready for more crappy same game and more removed content and still locked behind the paywall,ready for more crappy same game and more removed content and still locked behind the paywall,ready for more crappy same game and more removed content and still locked behind the paywall,ready crappy game removed content still locked behind paywall,ready crappy game remove content still lock behind paywall,ready crappy game remove content still lock behind paywall,ready crappy game remove content still lock behind paywall
85,Negative,Can y'all niggas stop clinin bout women not buyin y'all the PS5. y'all sound just chillat,Can y'all niggas stop clinin bout women not buyin y'all the PS5. y'all sound just chillat,Can y'all niggas stop clinin bout women not buyin y'all the PS5. y'all sound just chillat,Can y'all niggas stop clinin bout women not buyin y'all the PS5. y'all sound just chillat,Can y'all niggas stop clinin bout women not buyin y'all the PS5. y'all sound just chillat,Can y'all niggas stop clinin bout women not buyin y'all the PS5. y'all sound just chillat,can y'all niggas stop clinin bout women not buyin y'all the ps5. y'all sound just chillat,can you all niggas stop clinin bout women not buyin you all the ps5. you all sound just chillat,can you all niggas stop clinin bout women not buyin you all the ps5. you all sound just chillat,can you all niggas stop clinin bout women not buyin you all the ps5  you all sound just chillat,can you all niggas stop clinin bout women not buyin you all the ps5 you all sound just chillat,can you all niggas stop clinin bout women not buyin you all the ps5 you all sound just chillat,can you all niggas stop clinin bout women not buyin you all the ps5 you all sound just chillat,niggas stop clinin bout women not buyin ps5 sound chillat,niggas stop clinin bout woman not buyin ps5 sound chillat,niggas stop clinin bout woman not buyin ps5 sound chillat,niggas stop clinin bout woman not buyin ps5 sound chillat
86,Negative,"@ TAKEALOT. Don't you think it's unethical to sell a device that is no longer supported by the manufacturer? Windows Phone is dead, but you have it for sale, possibly jeopardizing user information. Microsoft Luxury 640 LTE 8GB Single Sim - Black.","@ TAKEALOT. Don't you think it's unethical to sell a device that is no longer supported by the manufacturer? Windows Phone is dead, but you have it for sale, possibly jeopardizing user information. Microsoft Luxury 640 LTE 8GB Single Sim - Black.","@ TAKEALOT. Don't you think it's unethical to sell a device that is no longer supported by the manufacturer? Windows Phone is dead, but you have it for sale, possibly jeopardizing user information. Microsoft Luxury 640 LTE 8GB Single Sim - Black.","@ TAKEALOT. Don't you think it's unethical to sell a device that is no longer supported by the manufacturer? Windows Phone is dead, but you have it for sale, possibly jeopardizing user information. Microsoft Luxury 640 LTE 8GB Single Sim - Black."," . Don't you think it's unethical to sell a device that is no longer supported by the manufacturer? Windows Phone is dead, but you have it for sale, possibly jeopardizing user information. Microsoft Luxury 640 LTE 8GB Single Sim - Black."," . Don't you think it's unethical to sell a device that is no longer supported by the manufacturer? Windows Phone is dead, but you have it for sale, possibly jeopardizing user information. Microsoft Luxury 640 LTE 8GB Single Sim - Black."," . don't you think it's unethical to sell a device that is no longer supported by the manufacturer? windows phone is dead, but you have it for sale, possibly jeopardizing user information. microsoft luxury 640 lte 8gb single sim - black."," . do not you think it is unethical to sell a device that is no longer supported by the manufacturer? windows phone is dead, but you have it for sale, possibly jeopardizing user information. microsoft luxury 640 lte 8gb single sim - black."," . do not you think it is unethical to sell a device that is no longer supported by the manufacturer? windows phone is dead, but you have it for sale, possibly jeopardizing user information. microsoft luxury 640 lte 8gb single sim - black.",   do not you think it is unethical to sell a device that is no longer supported by the manufacturer  windows phone is dead  but you have it for sale  possibly jeopardizing user information  microsoft luxury 640 lte 8gb single sim   black ,do not you think it is unethical to sell a device that is no longer supported by the manufacturer windows phone is dead but you have it for sale possibly jeopardizing user information microsoft luxury 640 lte 8gb single sim black,do not you think it is unethical to sell a device that is no longer supported by the manufacturer windows phone is dead but you have it for sale possibly jeopardizing user information microsoft luxury 640 lte 8gb single sim black,do not you think it is unethical to sell a device that is no longer supported by the manufacturer windows phone is dead but you have it for sale possibly jeopardizing user information microsoft luxury lte 8gb single sim black,not think unethical sell device no longer supported manufacturer windows phone dead but sale possibly jeopardizing user information microsoft luxury lte 8gb single sim black,not think unethical sell device no longer support manufacturer windows phone dead but sale possibly jeopardize user information microsoft luxury lte 8gb single sim black,not think unethical sell device no longer support manufacturer windows phone dead but sale possibly jeopardize user information microsoft luxury lte 8gb single sim black,not think unethical sell device no longer support manufacturer windows phone dead but sale possibly jeopardize user information microsoft luxury lte 8gb single sim black
87,Irrelevant,I absolutely got the new,I absolutely got the new,I absolutely got the new,I absolutely got the new,I absolutely got the new,I absolutely got the new,i absolutely got the new,i absolutely got the new,i absolutely got the new,i absolutely got the new,i absolutely got the new,i absolutely got the new,i absolutely got the new,absolutely got new,absolutely get new,absolutely get new,absolutely get new
88,Negative,Pokémon go to the polls...same gimmicks in the place of substantive issues and policy. Pathetic and embarrassing.,Pokémon go to the polls...same gimmicks in the place of substantive issues and policy. Pathetic and embarrassing.,Pokémon go to the polls...same gimmicks in the place of substantive issues and policy. Pathetic and embarrassing.,Pokémon go to the polls...same gimmicks in the place of substantive issues and policy. Pathetic and embarrassing.,Pokémon go to the polls...same gimmicks in the place of substantive issues and policy. Pathetic and embarrassing.,Pokémon go to the polls...same gimmicks in the place of substantive issues and policy. Pathetic and embarrassing.,pokémon go to the polls...same gimmicks in the place of substantive issues and policy. pathetic and embarrassing.,pokémon go to the polls...same gimmicks in the place of substantive issues and policy. pathetic and embarrassing.,pokémon go to the polls..same gimmicks in the place of substantive issues and policy. pathetic and embarrassing.,pok mon go to the polls  same gimmicks in the place of substantive issues and policy  pathetic and embarrassing ,pok mon go to the polls same gimmicks in the place of substantive issues and policy pathetic and embarrassing,pok mon go to the polls same gimmicks in the place of substantive issues and policy pathetic and embarrassing,pok mon go to the polls same gimmicks in the place of substantive issues and policy pathetic and embarrassing,pok mon go polls gimmicks place substantive issues policy pathetic embarrassing,pok mon go poll gimmick place substantive issue policy pathetic embarrassing,pok mon go poll gimmick place substantive issue policy pathetic embarrassing,pok mon go poll gimmick place substantive issue policy pathetic embarrassing
89,Positive,The new Microsoft Edge 2 is a beauty,The new Microsoft Edge 2 is a beauty,The new Microsoft Edge 2 is a beauty,The new Microsoft Edge 2 is a beauty,The new Microsoft Edge 2 is a beauty,The new Microsoft Edge 2 is a beauty,the new microsoft edge 2 is a beauty,the new microsoft edge 2 is a beauty,the new microsoft edge 2 is a beauty,the new microsoft edge 2 is a beauty,the new microsoft edge 2 is a beauty,the new microsoft edge 2 is a beauty,the new microsoft edge is a beauty,new microsoft edge beauty,new microsoft edge beauty,new microsoft edge beauty,new microsoft edge beauty
90,Neutral,I will support you in next election if,I will support you in next election if,I will support you in next election if,I will support you in next election if,I will support you in next election if,I will support you in next election if,i will support you in next election if,i will support you in next election if,i will support you in next election if,i will support you in next election if,i will support you in next election if,i will support you in next election if,i will support you in next election if,support next election,support next election,support next election,support next election
91,Negative,Why twitter just make to put in my username to confirm my identity. bitch this ain’t google.,Why twitter just make to put in my username to confirm my identity. bitch this ain’t google.,Why twitter just make to put in my username to confirm my identity. bitch this ain’t google.,Why twitter just make to put in my username to confirm my identity. bitch this ain’t google.,Why twitter just make to put in my username to confirm my identity. bitch this ain’t google.,Why twitter just make to put in my username to confirm my identity. bitch this ain’t google.,why twitter just make to put in my username to confirm my identity. bitch this ain’t google.,why twitter just make to put in my username to confirm my identity. bitch this are not google.,why twitter just make to put in my username to confirm my identity. bitch this are not google.,why twitter just make to put in my username to confirm my identity  bitch this are not google ,why twitter just make to put in my username to confirm my identity bitch this are not google,why twitter just make to put in my username to confirm my identity bitch this are not google,why twitter just make to put in my username to confirm my identity bitch this are not google,make put username confirm identity bitch not google,make put username confirm identity bitch not google,make put username confirm identity bitch not google,make put username confirm identity bitch not google
92,Negative,"Well, it's disappointing... Won't play then.","Well, it's disappointing... Won't play then.","Well, it's disappointing... Won't play then.","Well, it's disappointing... Won't play then.","Well, it's disappointing... Won't play then.","Well, it's disappointing... Won't play then.","well, it's disappointing... won't play then.","well, it is disappointing... will not play then.","well, it is disappointing.. will not play then.",well  it is disappointing   will not play then ,well it is disappointing will not play then,well it is disappointing will not play then,well it is disappointing will not play then,well disappointing not play,well disappoint not play,well disappoint not play,well disappoint not play
93,Positive,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at twitch.tv/z3r0c0010079 ! Hope to see you there!,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at twitch.tv/z3r0c0010079 ! Hope to see you there!,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at twitch.tv/z3r0c0010079 ! Hope to see you there!,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at   ! Hope to see you there!,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at   ! Hope to see you there!,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at   ! Hope to see you there!,lets go!!! overwatch and good vibes!!! come hang and play overwatch with me at   ! hope to see you there!,let us go!!! overwatch and good vibes!!! come hang and play overwatch with me at   ! hope to see you there!,let us go!! overwatch and good vibes!! come hang and play overwatch with me at  ! hope to see you there!,let us go   overwatch and good vibes   come hang and play overwatch with me at    hope to see you there ,let us go overwatch and good vibes come hang and play overwatch with me at hope to see you there,let us go overwatch and good vibes come hang and play overwatch with me at hope to see you there,let us go overwatch and good vibes come hang and play overwatch with me at hope to see you there,let us go overwatch good vibes come hang play overwatch hope see,let u go overwatch good vibe come hang play overwatch hope see,let go overwatch good vibe come hang play overwatch hope see,let go overwatch good vibe come hang play overwatch hope see
94,Positive,"I'm a bit late but happy that this franchise has changed my life, but I absolutely have it and I adore it with all my heart and soul","I'm a bit late but happy that this franchise has changed my life, but I absolutely have it and I adore it with all my heart and soul","I'm a bit late but happy that this franchise has changed my life, but I absolutely have it and I adore it with all my heart and soul","I'm a bit late but happy that this franchise has changed my life, but I absolutely have it and I adore it with all my heart and soul","I'm a bit late but happy that this franchise has changed my life, but I absolutely have it and I adore it with all my heart and soul","I'm a bit late but happy that this franchise has changed my life, but I absolutely have it and I adore it with all my heart and soul","i'm a bit late but happy that this franchise has changed my life, but i absolutely have it and i adore it with all my heart and soul","i am a bit late but happy that this franchise has changed my life, but i absolutely have it and i adore it with all my heart and soul","i am a bit late but happy that this franchise has changed my life, but i absolutely have it and i adore it with all my heart and soul",i am a bit late but happy that this franchise has changed my life  but i absolutely have it and i adore it with all my heart and soul,i am a bit late but happy that this franchise has changed my life but i absolutely have it and i adore it with all my heart and soul,i am a bit late but happy that this franchise has changed my life but i absolutely have it and i adore it with all my heart and soul,i am a bit late but happy that this franchise has changed my life but i absolutely have it and i adore it with all my heart and soul,bit late but happy franchise changed life but absolutely adore heart soul,bit late but happy franchise change life but absolutely adore heart soul,bit late but happy franchise change life but absolutely adore heart soul,bit late but happy franchise change life but absolutely adore heart soul
